,mRNA,logFC,FDR,Delta,Age 18-40,Age >=40,start,end,diff_exp,Highlight
ENSG00000243749,ENSG00000243749,0.198041879,0.980834223,0.524810979,2.65,2.9,34981535,34985353,No,Not in ML
ENSG00000253223,ENSG00000253223,0.223263523,0.967527611,0.524669278,2.35,2.5,66984135,66986187,No,Not in ML
ENSG00000162897,ENSG00000162897,0.617146477,0.820096659,0.524574506,0.85,1.3,206957965,206970625,No,Not in ML
ENSG00000271307,ENSG00000271307,2.621360593,0.004733529,0.524272119,0.2,1.85,189979902,189982379,UP,Not in ML
ENSG00000203307,ENSG00000203307,0.137862542,0.996055889,0.523877661,3.8,4.35,166081183,166087483,No,Not in ML
ENSG00000259058,ENSG00000259058,0.805546985,0.661130743,0.52360554,0.65,1.2,76921840,76924649,No,Not in ML
ENSG00000241678,ENSG00000241678,0.243166586,0.98303631,0.522808159,2.15,2.7,6685891,6686369,No,Not in ML
ENSG00000183054,ENSG00000183054,0.580526878,0.835126459,0.52247419,0.9,1.45,110513812,110577185,No,Not in ML
ENSG00000287721,ENSG00000287721,0.099496107,1,0.522354561,5.25,5.1,28204616,28223735,No,Not in ML
ENSG00000136273,ENSG00000136273,0.000711661,1,0.522145802,733.7,694.55,47963288,47979615,No,Not in ML
ENSG00000237307,ENSG00000237307,0.401298153,0.927252839,0.521687599,1.3,1.7,136976417,136985705,No,Not in ML
ENSG00000250815,ENSG00000250815,0.652101421,0.777651274,0.521681137,0.8,1.2,53927499,53928138,No,Not in ML
ENSG00000188897,ENSG00000188897,0.006912689,1,0.521562391,75.45,76.35,11359845,11527245,No,Not in ML
ENSG00000224083,ENSG00000224083,0.372541149,0.927252839,0.521557609,1.4,1.55,5096666,5098193,No,Not in ML
ENSG00000214534,ENSG00000214534,0.107463074,0.998520379,0.521195911,4.85,5.65,71814045,71821548,No,Not in ML
ENSG00000105610,ENSG00000105610,0.081348707,1,0.520631727,6.4,6.75,12884422,12887201,No,Not in ML
ENSG00000214062,ENSG00000214062,0.315349693,0.96744359,0.520326993,1.65,2.1,77082403,77083126,No,Not in ML
ENSG00000242094,ENSG00000242094,0.578109194,0.820096659,0.520298275,0.9,1.35,71570255,71574457,No,Not in ML
ENSG00000241593,ENSG00000241593,0.170523306,0.980787359,0.520096082,3.05,3,81246579,81297345,No,Not in ML
ENSG00000274898,ENSG00000274898,0.116218001,0.995682979,0.517170103,4.45,4.5,77027944,77028482,No,Not in ML
ENSG00000279153,ENSG00000279153,0.169524694,0.98568798,0.517050317,3.05,3,131645918,131646444,No,Not in ML
ENSG00000248483,ENSG00000248483,0.156555277,0.989368325,0.516632414,3.3,3.25,93733220,93741600,No,Not in ML
ENSG00000273336,ENSG00000273336,0.469333751,0.881159318,0.516267127,1.1,1.5,133481238,133481770,No,Not in ML
ENSG00000287226,ENSG00000287226,0.206313499,0.979027125,0.515783747,2.5,2.9,157929071,158094763,No,Not in ML
ENSG00000256019,ENSG00000256019,0.687519991,0.712074986,0.515639993,0.75,1.15,11048332,11049256,No,Not in ML
ENSG00000185168,ENSG00000185168,0.037358527,1,0.515547666,13.8,12.8,81303771,81309248,No,Not in ML
ENSG00000248966,ENSG00000248966,0.412409486,0.909193639,0.515511858,1.25,1.5,110948029,110950780,No,Not in ML
ENSG00000175336,ENSG00000175336,0.490781765,0.889751991,0.515320854,1.05,1.5,56360568,56362857,No,Not in ML
ENSG00000232598,ENSG00000232598,0.1610348,0.991909015,0.515311359,3.2,4.5,36940071,36944675,No,Not in ML
ENSG00000228737,ENSG00000228737,0.396381065,0.896917013,0.515295384,1.3,1.6,141618414,141626481,No,Not in ML
ENSG00000231317,ENSG00000231317,0.278503898,0.962778651,0.515232212,1.85,2.15,55656768,55678490,No,Not in ML
ENSG00000277229,ENSG00000277229,0.381195499,0.920070527,0.514613923,1.35,1.9,58454327,58454982,No,Not in ML
ENSG00000261684,ENSG00000261684,0.381171196,0.927252839,0.514581114,1.35,1.7,42497394,42532840,No,Not in ML
ENSG00000237273,ENSG00000237273,0.24492106,0.979530224,0.514334225,2.1,2.5,12096424,12096915,No,Not in ML
ENSG00000286326,ENSG00000286326,0.244916472,0.972313683,0.514324591,2.1,2.6,26597028,26611453,No,Not in ML
ENSG00000281831,ENSG00000281831,0.109372258,0.998054314,0.514049612,4.7,4.9,29871895,29873783,No,Not in ML
ENSG00000224310,ENSG00000224310,0.239057154,0.975020047,0.513972881,2.15,2.25,24661422,24671062,No,Not in ML
ENSG00000230312,ENSG00000230312,0.126793437,0.998054314,0.513513419,4.05,4.3,103928099,103929017,No,Not in ML
ENSG00000239268,ENSG00000239268,0.056117557,1,0.513475643,9.15,9.65,117672154,117997592,No,Not in ML
ENSG00000233579,ENSG00000233579,0.353300081,0.915241695,0.512285117,1.45,1.85,202840331,202841781,No,Not in ML
ENSG00000259532,ENSG00000259532,0.731320418,0.630715156,0.511924292,0.7,1.1,70748932,70754177,No,Not in ML
ENSG00000235698,ENSG00000235698,0.341205901,0.932290974,0.511808851,1.5,1.8,12380056,12381255,No,Not in ML
ENSG00000266850,ENSG00000266850,0.105307479,1,0.510741275,4.85,5.95,22723491,22907721,No,Not in ML
ENSG00000267908,ENSG00000267908,0.179017496,0.993819048,0.510199865,2.85,3.25,56244043,56247482,No,Not in ML
ENSG00000265992,ENSG00000265992,2.550541839,0.00194676,0.510108368,0.2,1.85,54632122,54639857,UP,Not in ML
ENSG00000255501,ENSG00000255501,5.099372684,7.27120554085569e-11,0.509937268,0.1,6,105137714,105531697,UP,Not in ML
ENSG00000230679,ENSG00000230679,0.107340915,0.996055889,0.509869347,4.75,5,8878835,8879894,No,Not in ML
ENSG00000283654,ENSG00000283654,0.309003245,0.94393017,0.509855355,1.65,1.95,23099062,23104989,No,Not in ML
ENSG00000100665,ENSG00000100665,0.637253122,0.848815241,0.509802498,0.8,1.5,94561442,94569913,No,Not in ML
ENSG00000227453,ENSG00000227453,0.599679527,0.835126459,0.509727598,0.85,1.3,54536796,54537758,No,Not in ML
ENSG00000233387,ENSG00000233387,0.462917705,0.871152665,0.509209476,1.1,1.55,33096257,33116672,No,Not in ML
ENSG00000175967,ENSG00000175967,0.069665225,1,0.508556144,7.3,8.05,113904132,113921642,No,Not in ML
ENSG00000257265,ENSG00000257265,2.540304786,0.00194676,0.508060957,0.2,1.65,71007773,71032083,UP,Not in ML
ENSG00000234838,ENSG00000234838,0.780240596,0.737460717,0.507156387,0.65,1.25,66572057,66572546,No,Not in ML
ENSG00000230945,ENSG00000230945,0.63288284,0.759255877,0.506306272,0.8,1.2,80030579,80034555,No,Not in ML
ENSG00000267834,ENSG00000267834,0.082967071,1,0.506099133,6.1,6.2,129004502,129004998,No,Not in ML
ENSG00000229835,ENSG00000229835,0.123297974,0.995453833,0.505521695,4.1,4.6,21695176,21696943,No,Not in ML
ENSG00000286707,ENSG00000286707,0.009057843,1,0.504974732,55.75,50,26298570,26306340,No,Not in ML
ENSG00000280245,ENSG00000280245,0.560937834,0.820096659,0.50484405,0.9,1.25,32504567,32505644,No,Not in ML
ENSG00000287934,ENSG00000287934,0.10285905,1,0.504009344,4.9,5.3,67252336,67261545,No,Not in ML
ENSG00000261052,ENSG00000261052,0.559775182,0.795369489,0.503797664,0.9,1.25,30199228,30204310,No,Not in ML
ENSG00000197919,ENSG00000197919,0.774106724,0.661130743,0.50316937,0.65,1.35,21440439,21441316,No,Not in ML
ENSG00000253554,ENSG00000253554,0.372603046,0.915241695,0.503014112,1.35,1.7,63687179,64369176,No,Not in ML
ENSG00000226539,ENSG00000226539,0.135924925,0.996700732,0.502922223,3.7,4.8,223704621,223705338,No,Not in ML
ENSG00000244260,ENSG00000244260,0.346746557,0.956620138,0.502782507,1.45,2.05,9671875,9708413,No,Not in ML
ENSG00000228208,ENSG00000228208,0.13054196,0.992862944,0.502586545,3.85,3.85,218459265,218525978,No,Not in ML
ENSG00000269997,ENSG00000269997,0.088779425,1,0.50160375,5.65,5.4,123966077,123966629,No,Not in ML
ENSG00000286409,ENSG00000286409,0.257026606,0.973205148,0.501201882,1.95,2.35,32413499,32446061,No,Not in ML
ENSG00000237074,ENSG00000237074,0.625828038,0.737460717,0.50066243,0.8,1.2,207240122,207309292,No,Not in ML
ENSG00000179978,ENSG00000179978,0.031242259,1,0.499876147,16,16.6,70094659,70128434,No,Not in ML
ENSG00000238084,ENSG00000238084,0.454337499,0.86141433,0.499771248,1.1,1.35,25398721,25399198,No,Not in ML
ENSG00000271522,ENSG00000271522,0.666136977,0.737460717,0.499602733,0.75,1.25,130790208,130791724,No,Not in ML
ENSG00000243175,ENSG00000243175,0.177898387,0.989883556,0.498115484,2.8,3.05,143424753,143426013,No,Not in ML
ENSG00000251206,ENSG00000251206,0.711256026,0.737460717,0.497879218,0.7,1.2,67268022,67270182,No,Not in ML
ENSG00000237633,ENSG00000237633,0.553073381,0.835126459,0.497766043,0.9,1.45,16523176,16555564,No,Not in ML
ENSG00000232537,ENSG00000232537,0.621459301,0.804790373,0.497167441,0.8,1.2,209147220,209266758,No,Not in ML
ENSG00000253167,ENSG00000253167,0.111535649,0.996700732,0.496333637,4.45,4.65,125040684,125044989,No,Not in ML
ENSG00000228309,ENSG00000228309,4.959803588,3.23670116663937e-10,0.495980359,0.1,6.35,185558371,185628944,UP,Not in ML
ENSG00000202314,ENSG00000202314,0.058594576,1,0.495124164,8.45,8.8,93731502,93731574,No,Not in ML
ENSG00000247925,ENSG00000247925,0.253904018,0.960406982,0.495112835,1.95,2.25,11173452,11259099,No,Not in ML
ENSG00000213988,ENSG00000213988,0.004006297,1,0.494977987,123.55,119.4,20077994,20127076,No,Not in ML
ENSG00000213075,ENSG00000213075,0.194011481,0.985449883,0.494729278,2.55,2.7,161683695,161685252,No,Not in ML
ENSG00000285269,ENSG00000285269,0.120650405,0.999475275,0.494666659,4.1,4.65,96235331,96352058,No,Not in ML
ENSG00000286572,ENSG00000286572,0.366349152,0.936131843,0.494571355,1.35,1.75,204064533,204073965,No,Not in ML
ENSG00000287090,ENSG00000287090,0.352671346,0.927252839,0.493739884,1.4,1.6,73195314,73201973,No,Not in ML
ENSG00000284677,ENSG00000284677,0.493713261,0.909193639,0.493713261,1,1.45,40436199,40450039,No,Not in ML
ENSG00000260103,ENSG00000260103,0.290025653,0.959051804,0.49304361,1.7,2.05,74478070,74490286,No,Not in ML
ENSG00000042813,ENSG00000042813,0.579465486,0.835126459,0.492545663,0.85,1.2,49850421,50121329,No,Not in ML
ENSG00000261864,ENSG00000261864,0.393913022,0.932290974,0.492391278,1.25,1.6,68077340,68122271,No,Not in ML
ENSG00000230069,ENSG00000230069,0.518071545,0.820096659,0.492167968,0.95,1.3,102727274,102730721,No,Not in ML
ENSG00000218153,ENSG00000218153,0.446946018,0.909193639,0.49164062,1.1,1.55,116457323,116458669,No,Not in ML
ENSG00000215482,ENSG00000215482,0.289038914,0.950870994,0.491366154,1.7,1.95,41170700,41171148,No,Not in ML
ENSG00000243771,ENSG00000243771,0.654704482,0.820096659,0.491028362,0.75,1.15,17589595,17590071,No,Not in ML
ENSG00000149798,ENSG00000149798,0.654030765,0.820096659,0.490523074,0.75,1.3,65314866,65322417,No,Not in ML
ENSG00000287644,ENSG00000287644,0.700071872,0.687619172,0.490050311,0.7,1.15,40317698,40318676,No,Not in ML
ENSG00000211452,ENSG00000211452,0.050720801,1,0.489455727,9.65,10.15,53891239,53911086,No,Not in ML
ENSG00000237432,ENSG00000237432,0.32587719,0.950870994,0.488815785,1.5,1.9,134650830,134651411,No,Not in ML
ENSG00000232034,ENSG00000232034,0.814692832,0.687619172,0.488815699,0.6,1.2,100822661,100847220,No,Not in ML
ENSG00000235332,ENSG00000235332,0.361443489,0.921920945,0.48794871,1.35,1.6,125194649,125195821,No,Not in ML
ENSG00000286500,ENSG00000286500,0.221778891,0.972313683,0.487913561,2.2,2.35,14779930,14784117,No,Not in ML
ENSG00000234770,ENSG00000234770,0.487910796,0.915990775,0.487910796,1,1.55,27560274,27589073,No,Not in ML
ENSG00000287303,ENSG00000287303,0.748285258,0.687619172,0.486385418,0.65,1.15,17604667,17610269,No,Not in ML
ENSG00000224093,ENSG00000224093,0.176705958,0.988745929,0.485941384,2.75,2.95,93592199,93605573,No,Not in ML
ENSG00000237576,ENSG00000237576,0.647762732,0.766702954,0.485822049,0.75,1.15,68832014,68837726,No,Not in ML
ENSG00000254542,ENSG00000254542,0.60692976,0.766702954,0.485543808,0.8,1.2,19978699,19981337,No,Not in ML
ENSG00000286562,ENSG00000286562,0.570589603,0.875242849,0.485001163,0.85,1.3,108261288,108269200,No,Not in ML
ENSG00000256006,ENSG00000256006,0.086509004,1,0.484450422,5.6,5.55,18405609,18406731,No,Not in ML
ENSG00000266744,ENSG00000266744,0.439664269,0.903546827,0.483630696,1.1,1.45,13957748,13966952,No,Not in ML
ENSG00000273920,ENSG00000273920,0.120790945,0.998936641,0.483163779,4,4.55,81335577,81336119,No,Not in ML
ENSG00000283683,ENSG00000283683,0.224165118,0.988480992,0.481955004,2.15,2.5,171600621,171638799,No,Not in ML
ENSG00000229190,ENSG00000229190,0.320864748,0.94393017,0.481297122,1.5,1.7,17695709,17700232,No,Not in ML
ENSG00000254272,ENSG00000254272,0.171373764,0.983226124,0.47984654,2.8,2.65,22492631,22493044,No,Not in ML
ENSG00000287744,ENSG00000287744,0.504362047,0.835126459,0.479143945,0.95,1.15,153715074,153748986,No,Not in ML
ENSG00000213856,ENSG00000213856,0.121292883,0.995346813,0.479106887,3.95,4.05,49632500,49633349,No,Not in ML
ENSG00000278505,ENSG00000278505,0.165113722,0.991909015,0.478829794,2.9,3.4,37375985,37392708,No,Not in ML
ENSG00000277386,ENSG00000277386,0.167887667,0.989883556,0.478479852,2.85,3.05,33336216,33336716,No,Not in ML
ENSG00000213026,ENSG00000213026,0.68341236,0.744302026,0.478388652,0.7,1.15,241993185,241993682,No,Not in ML
ENSG00000235066,ENSG00000235066,0.35428833,0.936131843,0.478289245,1.35,1.7,117995397,118055033,No,Not in ML
ENSG00000235419,ENSG00000235419,0.382506749,0.932290974,0.478133436,1.25,1.7,230520594,230580006,No,Not in ML
ENSG00000231651,ENSG00000231651,0.281236282,0.96744359,0.47810168,1.7,1.9,70452958,70455994,No,Not in ML
ENSG00000261842,ENSG00000261842,0.212319417,0.987123084,0.477718688,2.25,2.7,149422675,149424890,No,Not in ML
ENSG00000287347,ENSG00000287347,0.561190316,0.871152665,0.477011769,0.85,1.4,16901104,16952699,No,Not in ML
ENSG00000155875,ENSG00000155875,0.01635272,1,0.476681795,29.15,30.15,18858906,19049358,No,Not in ML
ENSG00000279344,ENSG00000279344,0.179873204,0.980834223,0.476663991,2.65,2.9,53478957,53481550,No,Not in ML
ENSG00000232439,ENSG00000232439,0.079421153,1,0.476526917,6,5.9,38526802,38527325,No,Not in ML
ENSG00000256810,ENSG00000256810,0.366422586,0.909193639,0.476349361,1.3,1.5,131029110,131035487,No,Not in ML
ENSG00000287928,ENSG00000287928,0.731860799,0.766702954,0.475709519,0.65,1.3,13582031,13620077,No,Not in ML
ENSG00000225528,ENSG00000225528,0.069404086,1,0.475417991,6.85,6.95,39960397,39964718,No,Not in ML
ENSG00000235237,ENSG00000235237,0.500427684,0.903546827,0.4754063,0.95,1.45,37166757,37182850,No,Not in ML
ENSG00000279439,ENSG00000279439,0.526605821,0.86141433,0.473945239,0.9,1.25,25200976,25202837,No,Not in ML
ENSG00000275393,ENSG00000275393,0.10079211,0.996700732,0.473722919,4.7,4.35,85697335,85697868,No,Not in ML
ENSG00000226367,ENSG00000226367,0.728060405,0.787914639,0.473239263,0.65,1.2,117072072,117146480,No,Not in ML
ENSG00000284618,ENSG00000284618,0.305035444,0.936131843,0.472804937,1.55,1.7,81000150,81004217,No,Not in ML
ENSG00000234391,ENSG00000234391,4.71387813,2.72396852156948e-09,0.471387813,0.1,4.25,48306769,48309055,UP,Not in ML
ENSG00000286896,ENSG00000286896,0.151915098,0.99231889,0.470936805,3.1,3.45,139568573,139580143,No,Not in ML
ENSG00000257958,ENSG00000257958,0.494365269,0.848815241,0.469647005,0.95,1.25,115077325,115080153,No,Not in ML
ENSG00000225146,ENSG00000225146,0.670649054,0.766702954,0.469454338,0.7,1.15,1029025,1043891,No,Not in ML
ENSG00000238280,ENSG00000238280,0.467625792,0.886576491,0.467625792,1,1.35,62682652,62805887,No,Not in ML
ENSG00000198758,ENSG00000198758,0.424442272,0.921920945,0.466886499,1.1,1.6,109750080,109764027,No,Not in ML
ENSG00000232554,ENSG00000232554,0.444579724,0.909193639,0.46680871,1.05,1.45,45099487,45154606,No,Not in ML
ENSG00000253477,ENSG00000253477,0.17267828,0.998054314,0.466231355,2.7,3.8,103483398,103501676,No,Not in ML
ENSG00000135697,ENSG00000135697,0.019500439,1,0.466060492,23.9,22.85,81238689,81291142,No,Not in ML
ENSG00000272831,ENSG00000272831,0.186374187,0.985841411,0.465935467,2.5,2.55,66739829,66740385,No,Not in ML
ENSG00000286043,ENSG00000286043,0.221350545,0.990365877,0.464836145,2.1,2.55,82673070,82686632,No,Not in ML
ENSG00000260542,ENSG00000260542,0.664042632,0.712074986,0.464829843,0.7,1.15,62513909,62516096,No,Not in ML
ENSG00000258308,ENSG00000258308,0.386959816,0.927252839,0.464351779,1.2,1.6,101954992,101962414,No,Not in ML
ENSG00000212989,ENSG00000212989,3.093048146,0.000230587,0.463957222,0.15,2.15,72429620,72430112,UP,Not in ML
ENSG00000214207,ENSG00000214207,0.579232427,0.759255877,0.463385942,0.8,1.15,5573145,5574431,No,Not in ML
ENSG00000267316,ENSG00000267316,0.330141982,0.965277517,0.462198775,1.4,1.85,61571342,61579456,No,Not in ML
ENSG00000230773,ENSG00000230773,0.069454169,1,0.461870226,6.65,6.65,47924181,48314224,No,Not in ML
ENSG00000216990,ENSG00000216990,0.200590174,0.984232955,0.461357401,2.3,2.65,87298772,87300447,No,Not in ML
ENSG00000230585,ENSG00000230585,0.287124825,0.962778651,0.45939972,1.6,2.05,50780340,50781150,No,Not in ML
ENSG00000255775,ENSG00000255775,0.203687571,0.981940751,0.458297036,2.25,2.45,6155035,6160719,No,Not in ML
ENSG00000286293,ENSG00000286293,0.538731376,0.875242849,0.457921669,0.85,1.25,15184016,15189760,No,Not in ML
ENSG00000152254,ENSG00000152254,0.481280003,0.886576491,0.457216002,0.95,1.4,168901291,168910000,No,Not in ML
ENSG00000198398,ENSG00000198398,3.034838814,0.000249027,0.455225822,0.15,1.8,190428655,190449876,UP,Not in ML
ENSG00000265656,ENSG00000265656,0.535105844,0.787914639,0.454839967,0.85,1.15,21673628,21682561,No,Not in ML
ENSG00000286145,ENSG00000286145,0.432566813,0.935670971,0.454195154,1.05,1.45,127294212,127375075,No,Not in ML
ENSG00000272995,ENSG00000272995,0.103220989,0.999743765,0.454172353,4.4,4.6,20766808,20767372,No,Not in ML
ENSG00000250569,ENSG00000250569,0.042347051,1,0.453113441,10.7,10.1,86481754,86483002,No,Not in ML
ENSG00000235440,ENSG00000235440,0.45292009,0.86141433,0.45292009,1,1.35,26101317,26102136,No,Not in ML
ENSG00000229403,ENSG00000229403,0.258723985,0.96744359,0.452766974,1.75,2.1,51614251,51630870,No,Not in ML
ENSG00000250725,ENSG00000250725,0.476575607,0.863664678,0.452746827,0.95,1.35,165664350,165665671,No,Not in ML
ENSG00000248936,ENSG00000248936,0.071292145,1,0.452705122,6.35,6.85,37588087,37588875,No,Not in ML
ENSG00000184361,ENSG00000184361,0.141428197,0.996055889,0.452570232,3.2,3.75,45254393,45262094,No,Not in ML
ENSG00000148795,ENSG00000148795,0.201072384,0.970373876,0.452412863,2.25,2.2,102830531,102837472,No,Not in ML
ENSG00000235584,ENSG00000235584,0.476156835,0.886576491,0.452348993,0.95,1.4,95660588,95668727,No,Not in ML
ENSG00000226017,ENSG00000226017,0.291431275,0.96744359,0.451718476,1.55,1.9,64187544,64200965,No,Not in ML
ENSG00000231776,ENSG00000231776,0.108758222,1,0.451346621,4.15,5,84421028,84556152,No,Not in ML
ENSG00000258443,ENSG00000258443,0.087497043,0.998815443,0.450609774,5.15,5.3,73517233,73520648,No,Not in ML
ENSG00000228882,ENSG00000228882,0.499130246,0.863664678,0.449217222,0.9,1.25,38452987,38455365,No,Not in ML
ENSG00000284418,ENSG00000284418,0.235906247,0.973205148,0.44822187,1.9,2.4,22703516,23438700,No,Not in ML
ENSG00000273353,ENSG00000273353,0.309091327,0.955351184,0.448182424,1.45,1.7,45178990,45179310,No,Not in ML
ENSG00000286999,ENSG00000286999,0.426519552,0.894966305,0.44784553,1.05,1.3,64097208,64101162,No,Not in ML
ENSG00000214289,ENSG00000214289,0.319850171,0.927252839,0.447790239,1.4,1.55,134351852,134356561,No,Not in ML
ENSG00000254388,ENSG00000254388,0.497021668,0.916547342,0.447319501,0.9,1.3,123352181,123352643,No,Not in ML
ENSG00000269570,ENSG00000269570,0.255444058,0.96953945,0.447027101,1.75,1.9,58611119,58612642,No,Not in ML
ENSG00000236095,ENSG00000236095,0.101580791,0.997656157,0.446955482,4.4,4.8,94900429,94904754,No,Not in ML
ENSG00000267764,ENSG00000267764,0.217934022,0.979027125,0.446764746,2.05,2.55,48826051,48834770,No,Not in ML
ENSG00000248461,ENSG00000248461,0.279052649,0.980943092,0.446484238,1.6,1.95,38025568,38184717,No,Not in ML
ENSG00000264714,ENSG00000264714,0.119026892,0.991909015,0.446350846,3.75,3.2,10724619,10728539,No,Not in ML
ENSG00000271153,ENSG00000271153,0.234353693,0.975940228,0.445272018,1.9,2.35,242175181,242175634,No,Not in ML
