"","mRNA","logFC","FDR","Delta","Age 18-40","Age >=40","start","end","diff_exp"
"ENSG00000250915","ENSG00000250915",-5.33471720993836,2.34121656035903e-11,-43.7446811214946,8.2,0.05,8745391,8747727,"DOWN"
"ENSG00000288554","ENSG00000288554",-2.06929791658417,0.00110483638903847,-43.7656509357553,21.15,5.3,83710179,83717898,"DOWN"
"ENSG00000204960","ENSG00000204960",-3.90773863261944,3.70816907882265e-09,-43.7666726853378,11.2,0.7,155356985,155367934,"DOWN"
"ENSG00000259849","ENSG00000259849",-5.0646512122344,9.89690201902529e-12,-43.8092329858276,8.65,0.2,26557675,26881029,"DOWN"
"ENSG00000206549","ENSG00000206549",-2.4219011019556,0.000123949140022216,-43.9575050004942,18.15,3.15,46712115,46812574,"DOWN"
"ENSG00000237941","ENSG00000237941",-3.5421130055404,6.56747310243485e-08,-44.0993069189779,12.45,0.95,2870033,2872105,"DOWN"
"ENSG00000250385","ENSG00000250385",-2.83625873368806,4.74851953015801e-05,-44.9547009289558,15.85,1.4,524109,527448,"DOWN"
"ENSG00000254862","ENSG00000254862",-2.29194556283897,0.000364312352163362,-45.0367303097858,19.65,3.55,27471729,27482433,"DOWN"
"ENSG00000103546","ENSG00000103546",-2.12907946246595,0.000923367300929586,-45.1364846042781,21.2,4.55,55655604,55706192,"DOWN"
"ENSG00000197308","ENSG00000197308",-3.27761178574467,8.29450180475476e-07,-45.2310426432765,13.8,1.15,8050450,8053484,"DOWN"
"ENSG00000285914","ENSG00000285914",-2.16693479626931,0.000819566097201546,-45.3972839818421,20.95,4.05,171724575,171737519,"DOWN"
"ENSG00000271249","ENSG00000271249",-5.73450522876719,5.37116377074275e-12,-45.5893165686992,7.95,0,109701456,109702218,"DOWN"
"ENSG00000264232","ENSG00000264232",-3.71282440828433,3.42715772276136e-08,-45.6677402218972,12.3,0.9,65423958,65448167,"DOWN"
"ENSG00000286322","ENSG00000286322",-2.43231897092551,0.00015145733436679,-45.7275966533996,18.8,3.05,33401478,33410553,"DOWN"
"ENSG00000266369","ENSG00000266369",-2.71838114022981,3.29546275219049e-05,-45.8047222128723,16.85,2.1,20855946,20857317,"DOWN"
"ENSG00000230461","ENSG00000230461",-2.2231113133519,0.000498749047562417,-45.9072486207168,20.65,4.05,213817751,213988508,"DOWN"
"ENSG00000243902","ENSG00000243902",-3.76671852226271,2.58193791077914e-08,-45.953965971605,12.2,0.8,37339583,37427445,"DOWN"
"ENSG00000286358","ENSG00000286358",-2.02799753966175,0.00174562829636588,-46.0355441503218,22.7,4.7,193170704,193172765,"DOWN"
"ENSG00000214967","ENSG00000214967",-5.10711459363011,1.9966376475987e-11,-46.2193870723525,9.05,0.15,16379055,16393954,"DOWN"
"ENSG00000096395","ENSG00000096395",-3.55720837444832,1.09806115484009e-07,-46.2437088678282,13,0.85,33794673,33804003,"DOWN"
"ENSG00000250934","ENSG00000250934",-3.12567019553065,1.80755408202295e-06,-46.2599188938536,14.8,1.35,126266747,126291525,"DOWN"
"ENSG00000287592","ENSG00000287592",-2.82112683124847,3.76824357063356e-05,-46.5485927155998,16.5,1.15,113486407,113494870,"DOWN"
"ENSG00000204677","ENSG00000204677",-2.14628752272077,0.000929666077262583,-46.5744392430407,21.7,4.05,178006348,178086529,"DOWN"
"ENSG00000171815","ENSG00000171815",-2.4156549292245,0.00017431223988818,-46.8637056269553,19.4,3.1,141051374,141059346,"DOWN"
"ENSG00000234426","ENSG00000234426",-3.54960287789054,5.77270118398554e-08,-47.0322381320497,13.25,1.3,88177804,88442928,"DOWN"
"ENSG00000286961","ENSG00000286961",-3.16806489525915,1.58602639574836e-06,-47.0457636945983,14.85,1.2,22754227,22766824,"DOWN"
"ENSG00000248796","ENSG00000248796",-5.43643926683772,9.96820757796853e-12,-47.2970216214881,8.7,0.05,131201142,131202941,"DOWN"
"ENSG00000185056","ENSG00000185056",-3.68902548988064,2.23760242215511e-08,-47.4039775449662,12.85,1.05,173973779,174006140,"DOWN"
"ENSG00000277352","ENSG00000277352",-3.69291311612598,2.70880837547591e-08,-47.6385791980252,12.9,1.05,44494874,44495519,"DOWN"
"ENSG00000287373","ENSG00000287373",-3.44168383521442,1.51739142285526e-07,-47.6673211177198,13.85,1.1,30773913,30850559,"DOWN"
"ENSG00000225458","ENSG00000225458",-3.56315699478668,1.74337460591267e-07,-47.7463037301416,13.4,0.8,41991140,42063969,"DOWN"
"ENSG00000089116","ENSG00000089116",-2.10469195471061,0.00149199071689412,-47.776507371931,22.7,3.75,113462033,113472280,"DOWN"
"ENSG00000242593","ENSG00000242593",-3.27774925509554,6.59531360291944e-07,-48.1829140499044,14.7,1.25,124032126,124489572,"DOWN"
"ENSG00000105523","ENSG00000105523",-2.48492307948039,0.000101893114229118,-48.4560000498676,19.5,3.35,48600810,48614854,"DOWN"
"ENSG00000111783","ENSG00000111783",-2.3702860443645,0.000238815060171255,-48.472349607254,20.45,3.05,106583004,106762803,"DOWN"
"ENSG00000224995","ENSG00000224995",-3.12429917527147,1.95631368795471e-06,-48.5828521754714,15.55,1.4,81813286,81814157,"DOWN"
"ENSG00000280119","ENSG00000280119",-2.16005560474167,0.000727059954453103,-48.6012511066877,22.5,4.6,242001209,242006013,"DOWN"
"ENSG00000229205","ENSG00000229205",-3.18277582385777,7.04965069036008e-07,-48.6964701050239,15.3,2,1159768,1289426,"DOWN"
"ENSG00000178934","ENSG00000178934",-2.49107138454172,8.43988937472385e-05,-48.8249991370178,19.6,3.1,38789200,38791754,"DOWN"
"ENSG00000180090","ENSG00000180090",-4.95744086946561,2.74162007152932e-11,-48.8307925642363,9.85,0.2,3291017,3298360,"DOWN"
"ENSG00000244155","ENSG00000244155",-3.77927867065091,1.74999655985814e-08,-48.9416587849293,12.95,0.8,18741730,18742718,"DOWN"
"ENSG00000285817","ENSG00000285817",-5.83930604902784,1.96783288834924e-12,-49.0501708118338,8.4,0,137524755,137645564,"DOWN"
"ENSG00000239405","ENSG00000239405",-2.46133157334764,0.000117770171912639,-49.1035648882855,19.95,2.9,128538020,128538631,"DOWN"
"ENSG00000148386","ENSG00000148386",-5.82764665350333,2.16556264651536e-12,-49.2436142221031,8.45,0,135663322,135666422,"DOWN"
"ENSG00000229415","ENSG00000229415",-3.11722805967691,1.57823141480993e-06,-49.2522033428952,15.8,1.65,36473288,36513829,"DOWN"
"ENSG00000276627","ENSG00000276627",-1.97931164382824,0.00197642330398781,-49.8786534244716,25.2,7.4,60755001,60767279,"DOWN"
"ENSG00000166828","ENSG00000166828",-2.39278466753781,0.000162116812661785,-50.1288387849172,20.95,3.8,23182745,23216883,"DOWN"
"ENSG00000258654","ENSG00000258654",-1.91060191448007,0.00333604113902488,-50.3443604465499,26.35,7.05,20344736,20359166,"DOWN"
"ENSG00000279770","ENSG00000279770",-2.14736868964846,0.000819566097201546,-50.4631642067388,23.5,4.4,113748511,113751089,"DOWN"
"ENSG00000133488","ENSG00000133488",-3.01533883940815,1.60517722122766e-06,-50.6576925020569,16.8,2.95,30488902,30505711,"DOWN"
"ENSG00000229107","ENSG00000229107",-2.69191224338118,2.64704917527973e-05,-50.7425457877352,18.85,2.55,20667836,20670984,"DOWN"
"ENSG00000268883","ENSG00000268883",-2.06363186937913,0.00140935037344754,-50.7653439867266,24.6,5.05,153075769,153076968,"DOWN"
"ENSG00000274443","ENSG00000274443",-2.03939534964381,0.00165873817029823,-50.882913973613,24.95,5.25,73241329,73259502,"DOWN"
"ENSG00000253313","ENSG00000253313",-2.67871300144444,2.26704255302146e-05,-51.0294826775166,19.05,2.55,43281877,43285617,"DOWN"
"ENSG00000257008","ENSG00000257008",-2.6484579708882,3.65905862023973e-05,-51.1152388381422,19.3,2.5,74367407,74372622,"DOWN"
"ENSG00000125207","ENSG00000125207",-1.91220350989943,0.00358579362772636,-51.1514438898098,26.75,5.7,130337887,130372637,"DOWN"
"ENSG00000261364","ENSG00000261364",-3.89970475080011,2.09677960992188e-08,-51.2811174730215,13.15,0.5,109176438,109177365,"DOWN"
"ENSG00000255433","ENSG00000255433",-3.98897892191914,6.29717070761208e-09,-51.4578280927569,12.9,0.75,56848478,56878078,"DOWN"
"ENSG00000224728","ENSG00000224728",-2.14499729614908,0.000843595081987763,-51.6944348371929,24.1,4.95,15878047,15879571,"DOWN"
"ENSG00000230450","ENSG00000230450",-4.07113199021115,5.91300121056229e-09,-51.9069328751922,12.75,0.55,131177618,131178946,"DOWN"
"ENSG00000183668","ENSG00000183668",-2.31195192076252,0.000335627104550119,-52.0189182171566,22.5,3.8,43211791,43269530,"DOWN"
"ENSG00000133962","ENSG00000133962",-2.03014739198942,0.00164186899269075,-52.1747879741281,25.7,6.2,91580696,91780707,"DOWN"
"ENSG00000261757","ENSG00000261757",-4.57150103237672,5.25419796912476e-10,-52.8008369239511,11.55,0.3,142703782,142705421,"DOWN"
"ENSG00000233926","ENSG00000233926",-2.64695441327416,2.757476871993e-05,-52.8067405448194,19.95,3.15,81689713,81776900,"DOWN"
"ENSG00000284705","ENSG00000284705",-4.20590870960099,1.42003729296245e-09,-52.9944497409724,12.6,0.55,36703953,36710582,"DOWN"
"ENSG00000277010","ENSG00000277010",-1.89635125371705,0.00374687772437751,-53.3822877921351,28.15,5.95,1223639,1224143,"DOWN"
"ENSG00000261404","ENSG00000261404",-2.22643338868149,0.000569590118022206,-53.4344013283557,24,4.25,73943078,74296762,"DOWN"
"ENSG00000264301","ENSG00000264301",-4.12245679075612,4.65561412908779e-09,-53.7980611193673,13.05,0.5,14969001,14970468,"DOWN"
"ENSG00000231439","ENSG00000231439",-2.09637631794204,0.00118714079155474,-53.8768713711103,25.7,4.75,22910,25123,"DOWN"
"ENSG00000223760","ENSG00000223760",-3.24326375132995,8.07066874251824e-07,-54.3246678347766,16.75,1.35,130129621,130139417,"DOWN"
"ENSG00000226372","ENSG00000226372",-3.29656246109065,3.08146740936967e-07,-54.7229368541048,16.6,1.45,27977992,27981449,"DOWN"
"ENSG00000197588","ENSG00000197588",-3.10857057407675,1.65715431270522e-06,-55.0216991611585,17.7,1.6,50882096,50896398,"DOWN"
"ENSG00000213304","ENSG00000213304",-2.17346192194138,0.00062160469577371,-55.2059328173112,25.4,5.3,11521968,11522498,"DOWN"
"ENSG00000198812","ENSG00000198812",-3.98702136249021,3.81568895322505e-09,-55.4195969386139,13.9,0.65,69608564,69610907,"DOWN"
"ENSG00000259848","ENSG00000259848",-2.28863925360401,0.000374606452240985,-55.7283658252577,24.35,4.05,94867486,94947341,"DOWN"
"ENSG00000236816","ENSG00000236816",-2.40688716349561,0.000187440588279368,-56.0804709094477,23.3,3.2,42830337,42950827,"DOWN"
"ENSG00000156150","ENSG00000156150",-2.12270049419895,0.000877593675552892,-56.3576981209821,26.55,5.4,110059870,110070672,"DOWN"
"ENSG00000236516","ENSG00000236516",-4.46409243872314,2.22932698533138e-10,-56.6939739717839,12.7,0.4,131299220,131300444,"DOWN"
"ENSG00000259098","ENSG00000259098",-2.28413325164955,0.000330993226307008,-56.9891246286563,24.95,4.7,22258138,22258848,"DOWN"
"ENSG00000147724","ENSG00000147724",-3.04925318751133,2.0249906145489e-06,-57.1734972658375,18.75,1.9,138130023,138497261,"DOWN"
"ENSG00000260704","ENSG00000260704",-2.82265353286118,1.18384996187917e-05,-57.582132070368,20.4,2.15,27953526,27955370,"DOWN"
"ENSG00000238021","ENSG00000238021",-4.2025539547214,1.18778798517762e-09,-57.7851168774192,13.75,0.55,27258762,27288824,"DOWN"
"ENSG00000164326","ENSG00000164326",-6.08834816955649,1.76504681395541e-14,-57.8393076107866,9.5,0.05,71719275,71721048,"DOWN"
"ENSG00000227755","ENSG00000227755",-2.69747677025236,2.03270060750196e-05,-58.265498237451,21.6,3.15,23446598,23460833,"DOWN"
"ENSG00000198765","ENSG00000198765",-3.91604250508292,8.36049351303177e-09,-58.5448354509896,14.95,0.85,114854863,114995370,"DOWN"
"ENSG00000255790","ENSG00000255790",-5.03748154654811,5.44681712807094e-12,-58.6866600172855,11.65,0.25,11399381,11486708,"DOWN"
"ENSG00000232084","ENSG00000232084",-4.45768478257574,2.1754676832075e-10,-58.8414391299997,13.2,0.4,100208254,100251484,"DOWN"
"ENSG00000173557","ENSG00000173557",-1.91420517188546,0.00311777676322116,-58.8618090354778,30.75,7.4,26562585,26579532,"DOWN"
"ENSG00000233760","ENSG00000233760",-1.91251760093781,0.00297666485253422,-59.0967938689784,30.9,7.85,26551686,26558880,"DOWN"
"ENSG00000227242","ENSG00000227242",-2.69087631592244,2.15501774539022e-05,-59.4683665818859,22.1,3,147019656,147056593,"DOWN"
"ENSG00000269927","ENSG00000269927",-2.80984639001357,1.090050359896e-05,-59.5687434682876,21.2,2.75,71141125,71143253,"DOWN"
"ENSG00000188037","ENSG00000188037",-1.84338363397953,0.00434606978474981,-60.0021372860337,32.55,9.8,143316111,143352083,"DOWN"
"ENSG00000232111","ENSG00000232111",-5.06803409797975,3.19580635265651e-13,-60.05620406106,11.85,0.5,9402751,9404802,"DOWN"
"ENSG00000214336","ENSG00000214336",-2.37773931896121,0.000211592858403227,-60.3945787016148,25.4,3.6,88446787,88452693,"DOWN"
"ENSG00000094796","ENSG00000094796",-2.13004721855977,0.0008544262751354,-60.7063457289534,28.5,6.05,41393721,41397608,"DOWN"
"ENSG00000224239","ENSG00000224239",-2.36357182096669,0.000173062525624458,-60.743795798844,25.7,4.9,857124,858091,"DOWN"
"ENSG00000159337","ENSG00000159337",-3.32377582239659,5.25782625106354e-07,-60.9912863409775,18.35,1.3,42067009,42094562,"DOWN"
"ENSG00000149735","ENSG00000149735",-2.09092874395129,0.00108431493338803,-61.2642121977728,29.3,5.75,64934471,64935893,"DOWN"
"ENSG00000186838","ENSG00000186838",-2.44358906040837,0.00011308960720497,-61.4562648692705,25.15,4.15,39515113,39520686,"DOWN"
"ENSG00000257126","ENSG00000257126",-3.09248145721401,1.0125380617864e-06,-61.6950050714194,19.95,2.2,28726675,28765292,"DOWN"
"ENSG00000237412","ENSG00000237412",-2.3330951920204,0.000247413015073062,-61.8270225885405,26.5,4.45,232520388,232525716,"DOWN"
"ENSG00000180777","ENSG00000180777",-2.47834734194088,0.00012866785282126,-61.958683548522,25,3.25,14728272,14854038,"DOWN"
"ENSG00000132746","ENSG00000132746",-3.1878602097599,6.15066459598953e-07,-62.4820601112941,19.6,1.7,67662160,67681224,"DOWN"
"ENSG00000250304","ENSG00000250304",-2.62095036259632,3.11762268186305e-05,-62.640713666052,23.9,3.7,110291644,110293573,"DOWN"
"ENSG00000101180","ENSG00000101180",-2.70146326481399,2.13916406678587e-05,-62.8090209069252,23.25,3.15,62214960,62220278,"DOWN"
"ENSG00000233087","ENSG00000233087",-2.40280107330233,0.000148864092828472,-63.0735281741862,26.25,4.45,131361111,131364142,"DOWN"
"ENSG00000235335","ENSG00000235335",-2.91438146761915,4.114967524083e-06,-63.5335159940974,21.8,2.35,167814757,167941180,"DOWN"
"ENSG00000253978","ENSG00000253978",-1.94999042313497,0.0023625691834885,-63.7646868365135,32.7,8.05,168229583,168269415,"DOWN"
"ENSG00000217060","ENSG00000217060",-4.43651296500178,1.18146660472821e-10,-64.1076123442757,14.45,0.4,85286076,85290849,"DOWN"
"ENSG00000101292","ENSG00000101292",-2.9618355701162,3.41812293282875e-06,-64.4199236500273,21.75,2.4,5299218,5316954,"DOWN"
"ENSG00000250978","ENSG00000250978",-1.90537084017321,0.0031040896035747,-64.4968029398632,33.85,8.65,67463809,67475592,"DOWN"
"ENSG00000153292","ENSG00000153292",-2.00053706375448,0.00183431871688363,-64.8174008656453,32.4,7.25,46997708,47042350,"DOWN"
"ENSG00000185736","ENSG00000185736",-1.98671821252578,0.00211326939606916,-65.0650214602193,32.75,6.85,1177313,1737525,"DOWN"
"ENSG00000225489","ENSG00000225489",-2.43497023362523,0.00010313524201385,-65.2572022611563,26.8,5.45,6716157,6727438,"DOWN"
"ENSG00000234880","ENSG00000234880",-1.84404704808681,0.00440418977431838,-65.2792655022732,35.4,9.45,44989864,44994086,"DOWN"
"ENSG00000224999","ENSG00000224999",-2.43178667998766,0.000112338818808175,-65.9014190276655,27.1,5.1,169296471,169297959,"DOWN"
"ENSG00000174567","ENSG00000174567",-1.89697422064874,0.00334696536097853,-66.014702878576,34.8,9.2,204198163,204213988,"DOWN"
"ENSG00000235436","ENSG00000235436",-2.00977610407406,0.00166848904108058,-66.1216338240366,32.9,7.3,90119400,90125600,"DOWN"
"ENSG00000125879","ENSG00000125879",-4.00302360834677,3.13740396482032e-09,-66.4501918985564,16.6,0.7,16748358,16770062,"DOWN"
"ENSG00000265018","ENSG00000265018",-2.04896542386698,0.00136550929260292,-66.6938245468703,32.55,7.7,48009873,48031640,"DOWN"
"ENSG00000178403","ENSG00000178403",-2.15759341156586,0.000684127955503391,-66.8853957585415,31,6.3,112513516,112516180,"DOWN"
"ENSG00000253405","ENSG00000253405",-5.33116809130506,1.7463075539574e-12,-66.9061595458785,12.55,0.15,27241429,27247229,"DOWN"
"ENSG00000255282","ENSG00000255282",-2.75490561544535,1.24853208834139e-05,-66.944206455322,24.3,3.55,102746968,102836766,"DOWN"
"ENSG00000277987","ENSG00000277987",-3.14825472493466,5.0550583179877e-07,-67.0578256411082,21.3,2.2,98323902,98420998,"DOWN"
"ENSG00000212724","ENSG00000212724",-2.4070654621195,0.000214851603916762,-67.87924603177,28.2,3.8,41059240,41060114,"DOWN"
"ENSG00000258279","ENSG00000258279",-2.10312733287225,0.00101214169434325,-68.0361692184173,32.35,7.8,52164115,52223813,"DOWN"
"ENSG00000264589","ENSG00000264589",-2.39299014080485,0.000174152793738835,-68.2002190129382,28.5,4.35,45799390,45895680,"DOWN"
"ENSG00000169064","ENSG00000169064",-3.24463023862436,4.07227778304883e-07,-68.2994665230428,21.05,1.95,167239843,167407874,"DOWN"
"ENSG00000265962","ENSG00000265962",-2.37312097739669,0.000207526733600064,-68.3458841490248,28.8,5.45,8695856,8707621,"DOWN"
"ENSG00000288102","ENSG00000288102",-6.44133656224202,3.15309190100805e-15,-68.6002343878775,10.65,0.05,90617759,90808748,"DOWN"
"ENSG00000173404","ENSG00000173404",-2.41441218778777,0.000136216075337645,-69.4143503988985,28.75,4.6,20368104,20370949,"DOWN"
"ENSG00000237512","ENSG00000237512",-2.03388630108178,0.00143331407349362,-69.4572171819428,34.15,8.55,71217224,71218228,"DOWN"
"ENSG00000260664","ENSG00000260664",-4.5764674999974,9.26964757859269e-11,-70.0199527499602,15.3,0.4,72425948,72533892,"DOWN"
"ENSG00000120471","ENSG00000120471",-2.40634416718045,0.000121539572116203,-70.1449324733102,29.15,5.15,128934731,128943399,"DOWN"
"ENSG00000185737","ENSG00000185737",-1.95490810171361,0.00234068757147396,-70.5721824718615,36.1,9.45,81875194,82987179,"DOWN"
"ENSG00000238222","ENSG00000238222",-4.18997611629449,2.11498009078876e-10,-70.6010975595622,16.85,0.9,40834485,40836005,"DOWN"
"ENSG00000205922","ENSG00000205922",-2.96233409218542,3.23561153508618e-06,-70.6516680986223,23.85,2.6,1753506,1780988,"DOWN"
"ENSG00000178233","ENSG00000178233",-1.89707876654973,0.00336219853786587,-70.6661840539776,37.25,8.85,44270450,44307506,"DOWN"
"ENSG00000204897","ENSG00000204897",-4.02120741505856,2.06505094176999e-09,-70.9743108757835,17.65,0.85,40748021,40755331,"DOWN"
"ENSG00000249167","ENSG00000249167",-2.16087222232224,0.000619860643116794,-70.9846525032856,32.85,7.4,116574482,116611200,"DOWN"
"ENSG00000187140","ENSG00000187140",-2.36093566141124,0.000190935862142868,-71.1822101915489,30.15,5.15,63322567,63325128,"DOWN"
"ENSG00000286658","ENSG00000286658",-4.32452474693781,8.44467866930211e-11,-71.3546583244739,16.5,0.75,50641725,50643868,"DOWN"
"ENSG00000236502","ENSG00000236502",-2.98471175765635,2.15333823364916e-06,-71.4838465958695,23.95,2.7,44940154,44941873,"DOWN"
"ENSG00000101405","ENSG00000101405",-2.43544594672309,0.000111148925372946,-71.7238831309949,29.45,4.9,3071620,3072517,"DOWN"
"ENSG00000182901","ENSG00000182901",-3.14922796967402,3.778400446541e-07,-71.8023977085677,22.8,4.3,240775514,241357230,"DOWN"
"ENSG00000248809","ENSG00000248809",-2.95485047273374,2.10382188914025e-06,-71.8028664874298,24.3,2.7,146077717,146121913,"DOWN"
"ENSG00000127928","ENSG00000127928",-2.66556240762578,2.13008700675395e-05,-71.9701850058961,27,3.7,93591573,93911265,"DOWN"
"ENSG00000233718","ENSG00000233718",-3.23667240926354,4.02084107406139e-07,-72.0159611061137,22.25,2.2,15918350,15942249,"DOWN"
"ENSG00000281548","ENSG00000281548",-5.34747128795234,2.76900578655716e-13,-72.1908623873566,13.5,0.25,19565203,19566839,"DOWN"
"ENSG00000214381","ENSG00000214381",-4.58425151566727,2.22932698533138e-10,-72.2019613717596,15.75,0.3,109178143,109216965,"DOWN"
"ENSG00000118322","ENSG00000118322",-2.96506620529262,2.38364546089514e-06,-72.4958687194046,24.45,3.1,160563120,160852214,"DOWN"
"ENSG00000251664","ENSG00000251664",-2.91782581817928,3.48914245796505e-06,-72.945645454482,25,2.9,140875302,141012347,"DOWN"
